floor,seed,source,item,quantity,durability,uses,loaded,spare,x,y
2,219,ground,Throwing Rock,3,0,0,0,0,75,38
2,219,ground,Water flask,2,0,0,0,0,65,33
2,219,ground,Ammo,1,0,0,0,0,54,36
2,219,ground,Hunting Spear,1,45,0,0,0,57,12
2,219,ground,Ammo,1,0,0,0,0,57,13
2,219,ground,Lighter,1,0,20,0,0,78,84
2,219,ground,Ammo,1,0,0,0,0,76,84
2,219,ground,Medkit,1,0,0,0,0,12,55
2,219,ground,Bandage,2,0,0,0,0,17,60
2,219,ground,Rope Hook,1,0,24,0,0,68,71
2,219,ground,Bow,1,0,0,20,0,75,74
2,219,ground,Boomerang,1,0,0,0,0,61,37
2,219,ground,Sleep Meds,3,0,0,0,0,65,26
2,219,wall,Throwing Rock,3,0,0,0,0,79,46
2,220,ground,Stick,1,18,0,0,0,34,57
2,220,ground,Smoke pot,2,0,0,0,0,74,70
2,220,ground,River Fish,4,0,0,0,0,77,7
2,220,ground,Hunting Horn,1,0,8,0,0,51,65
2,220,ground,Bitter Root,1,0,0,0,0,51,60
2,220,ground,Sap jar,1,0,0,0,0,17,56
2,220,ground,Herb Bag,1,0,4,0,0,76,37
2,220,ground,Ammo,1,0,0,0,0,96,40
2,220,ground,Medkit,1,0,0,0,0,62,19
2,220,ground,Ammo,1,0,0,0,0,61,11
2,220,ground,River Fish,2,0,0,0,0,70,30
2,220,ground,River Fish,5,0,0,0,0,74,42
2,220,wall,Sleep Meds,3,0,0,0,0,104,28
2,221,ground,Stick,1,18,0,0,0,55,80
2,221,ground,Torch,1,90,0,0,0,104,56
2,221,ground,Water flask,2,0,0,0,0,102,81
2,221,ground,Fungal Bread,1,0,0,0,0,93,79
2,221,ground,Reflecting Pan,1,24,0,0,0,38,104
2,221,ground,Stick,1,18,0,0,0,38,72
2,221,ground,Herb Bag,1,0,4,0,0,26,72
2,221,ground,Bird Seed,1,0,0,0,0,73,86
2,221,ground,Herb Bag,1,0,4,0,0,77,75
2,221,ground,Ammo,1,0,0,0,0,98,17
2,221,ground,Ammo,1,0,0,0,0,9,96
2,221,ground,River Fish,5,0,0,0,0,66,78
2,221,ground,River Fish,2,0,0,0,0,36,81
2,221,ground,River Fish,2,0,0,0,0,21,92
2,221,ground,Buckler,1,30,0,0,0,96,35
2,221,ground,Seed Bag,1,0,6,0,0,3,84
2,222,ground,Stick,1,18,0,0,0,55,58
2,222,ground,River Fish,5,0,0,0,0,81,68
2,222,ground,Stick,1,18,0,0,0,99,75
2,222,ground,Sleep Meds,3,0,0,0,0,83,84
2,222,ground,Bow,1,0,0,20,0,9,33
2,222,ground,Splint,1,0,2,0,0,38,50
2,222,ground,Throwing Rock,3,0,0,0,0,79,51
2,222,ground,Lighter,1,0,20,0,0,52,85
2,222,ground,Water flask,2,0,0,0,0,82,95
2,222,ground,Herb Bag,1,0,4,0,0,115,72
2,222,ground,Medkit,1,0,0,0,0,96,106
2,222,ground,Crossbow,1,0,0,1,16,12,10
2,222,ground,Ammo,1,0,0,0,0,15,11
2,222,ground,Ammo,1,0,0,0,0,98,97
2,222,ground,River Fish,2,0,0,0,0,75,80
2,222,ground,River Fish,5,0,0,0,0,74,68
2,222,ground,River Fish,5,0,0,0,0,81,52
2,222,ground,Pitch Bomb,2,0,0,0,0,125,79
2,222,ground,Mushroom spores,2,0,0,0,0,73,28
2,222,ground,Bomb,2,0,0,0,0,81,4
2,222,ground,Hatchet,1,35,0,0,0,121,71
2,223,ground,Stick,1,18,0,0,0,57,58
2,223,ground,River Fish,5,0,0,0,0,15,32
2,223,ground,Bow,1,0,0,20,0,58,79
2,223,ground,Seed Bag,1,0,6,0,0,31,83
2,223,ground,Splint,1,0,2,0,0,33,49
2,223,ground,Ammo,1,0,0,0,0,34,47
2,223,ground,Lighter,1,0,20,0,0,55,83
2,223,ground,Ammo,1,0,0,0,0,74,74
2,223,ground,Bandage,2,0,0,0,0,103,97
2,223,ground,Medkit,1,0,0,0,0,95,78
2,223,ground,Blink Seed,2,0,0,0,0,56,101
2,223,ground,Ammo,1,0,0,0,0,49,97
2,223,ground,Water flask,2,0,0,0,0,58,40
2,223,wall,Water flask,2,0,0,0,0,40,37
2,224,ground,Stick,1,18,0,0,0,34,35
2,224,ground,River Fish,6,0,0,0,0,56,81
2,224,ground,Pickaxe,1,32,0,0,0,71,73
2,224,ground,Rope Hook,1,0,24,0,0,57,83
2,224,ground,Hatchet,1,35,0,0,0,53,51
2,224,ground,Torch,1,90,0,0,0,52,51
2,224,ground,Stick,1,18,0,0,0,82,51
2,224,ground,Root Drill,1,0,3,0,0,83,51
2,224,carried,Buckler,1,30,0,0,0,69,49
2,224,carried,Buckler,1,30,0,0,0,60,54
2,224,ground,Fungal Bread,2,0,0,0,0,57,47
2,224,ground,Fungal Bread,2,0,0,0,0,82,59
2,224,ground,Bear Trap,2,0,0,0,0,35,102
2,224,ground,Lighter,1,0,20,0,0,63,33
2,224,ground,Ammo,1,0,0,0,0,53,41
2,224,ground,Bird Seed,1,0,0,0,0,79,40
2,224,ground,Bandage,2,0,0,0,0,80,40
2,224,ground,Medkit,1,0,0,0,0,34,100
2,224,ground,Bear Trap,2,0,0,0,0,11,21
2,224,ground,Ammo,1,0,0,0,0,12,16
2,224,ground,Ammo,1,0,0,0,0,30,54
2,224,ground,River Fish,4,0,0,0,0,65,62
2,224,ground,Bomb,2,0,0,0,0,29,63
2,224,ground,Sap jar,2,0,0,0,0,40,49
2,224,ground,Fried Egg,2,0,0,0,0,43,55
2,224,ground,Lighter,1,0,20,0,0,72,32
2,225,ground,Stick,1,18,0,0,0,33,35
2,225,ground,Hatchet,1,35,0,0,0,79,39
2,225,ground,Throwing Net,2,0,0,0,0,80,39
2,225,ground,Torch,1,90,0,0,0,55,33
2,225,ground,Hatchet,1,35,0,0,0,74,51
2,225,ground,Torch,1,90,0,0,0,73,51
2,225,ground,Hatchet,1,35,0,0,0,104,51
2,225,ground,Root Drill,1,0,3,0,0,104,50
2,225,ground,Fungal Bread,2,0,0,0,0,82,54
2,225,ground,Firecracker,2,0,0,0,0,97,61
2,225,ground,Bear Trap,2,0,0,0,0,54,48
2,225,ground,Ammo,1,0,0,0,0,32,61
2,225,ground,Thorn Caltrops,1,0,0,0,0,53,61
2,225,ground,Ammo,1,0,0,0,0,79,84
2,225,ground,Medkit,1,0,0,0,0,80,93
2,225,ground,Bird Seed,1,0,0,0,0,58,9
2,225,ground,Herb Bag,1,0,4,0,0,62,13
2,225,ground,Ammo,1,0,0,0,0,83,92
2,225,ground,Fungal Bread,1,0,0,0,0,104,82
2,225,ground,Hatchet,1,35,0,0,0,11,55
2,225,wall,Fungal Bread,1,0,0,0,0,21,53
2,226,ground,Stick,1,18,0,0,0,56,79
2,226,carried,Buckler,1,30,0,0,0,37,40
2,226,carried,Buckler,1,30,0,0,0,35,46
2,226,ground,Flint Knife,1,60,0,0,0,35,49
2,226,ground,Bow,1,0,0,20,0,26,72
2,226,ground,Hatchet,1,35,0,0,0,21,72
2,226,ground,Bomb,2,0,0,0,0,38,14
2,226,ground,Splint,1,0,2,0,0,55,4
2,226,ground,Ammo,1,0,0,0,0,57,8
2,226,ground,Medkit,1,0,0,0,0,36,21
2,226,ground,Rake,1,400,0,0,0,54,109
2,226,ground,Ammo,1,0,0,0,0,59,99
2,226,ground,Bandage,2,0,0,0,0,34,8
2,226,ground,Ammo,1,0,0,0,0,37,20
2,226,ground,Medkit,1,0,0,0,0,63,102
2,226,ground,Digging Claws,1,200,0,0,0,51,9
2,226,wall,Rope Hook,1,0,24,0,0,47,110
2,227,ground,Stick,1,18,0,0,0,35,59
2,227,ground,Thorn Caltrops,2,0,0,0,0,53,85
2,227,ground,Pickaxe,1,32,0,0,0,62,84
2,227,ground,Rope Snare,2,0,0,0,0,72,98
2,227,ground,Stick,1,18,0,0,0,11,79
2,227,ground,Crossbow,1,0,0,1,16,13,39
2,227,ground,Torch,1,90,0,0,0,61,56
2,227,ground,Bird Seed,1,0,0,0,0,62,56
2,227,ground,Herb Bag,1,0,4,0,0,61,55
2,227,ground,Rake,1,400,0,0,0,28,37
2,227,ground,Fungal Bread,1,0,0,0,0,36,33
2,227,ground,Ammo,1,0,0,0,0,13,36
2,227,ground,Ammo,1,0,0,0,0,39,97
2,227,wall,Straw Decoy,1,0,0,0,0,17,12
2,228,ground,Stick,1,18,0,0,0,79,13
2,228,ground,Flint Knife,1,60,0,0,0,83,36
2,228,ground,Bandaid,5,0,0,0,0,108,24
2,228,ground,Digging Claws,1,200,0,0,0,117,35
2,228,ground,Rope Hook,1,0,24,0,0,118,35
2,228,ground,Torch,1,90,0,0,0,122,11
2,228,ground,Bow,1,0,0,20,0,97,9
2,228,ground,Hunting Horn,1,0,8,0,0,76,38
2,228,ground,Seed Bag,1,0,6,0,0,54,13
2,228,ground,Ammo,1,0,0,0,0,97,4
2,228,ground,Bird Seed,1,0,0,0,0,142,7
2,228,ground,Fungal Bread,1,0,0,0,0,141,14
2,228,ground,Ammo,1,0,0,0,0,148,55
2,228,ground,Herb Bag,1,0,4,0,0,33,21
2,228,ground,Ammo,1,0,0,0,0,9,29
2,228,ground,River Fish,3,0,0,0,0,61,25
2,228,ground,River Fish,2,0,0,0,0,49,34
2,228,ground,River Fish,4,0,0,0,0,40,47
2,228,ground,River Fish,4,0,0,0,0,41,65
2,228,ground,River Fish,4,0,0,0,0,34,79
2,228,ground,Stick,1,18,0,0,0,41,56
2,228,ground,Spring Trap,2,0,0,0,0,60,8
2,228,ground,Bear Trap,2,0,0,0,0,140,50
2,229,ground,Stick,1,18,0,0,0,13,79
2,229,carried,Buckler,1,30,0,0,0,29,15
2,229,carried,Buckler,1,30,0,0,0,28,10
2,229,carried,Buckler,1,30,0,0,0,31,14
2,229,ground,Bow,1,0,0,20,0,20,21
2,229,ground,Hatchet,1,35,0,0,0,23,36
2,229,ground,River Fish,3,0,0,0,0,53,82
2,229,ground,Sleep Meds,3,0,0,0,0,62,54
2,229,ground,Hatchet,1,35,0,0,0,12,61
2,229,ground,Throwing Net,2,0,0,0,0,13,61
2,229,ground,Torch,1,90,0,0,0,35,55
2,229,ground,Bow,1,0,0,20,0,75,76
2,229,ground,Mushroom spores,2,0,0,0,0,33,19
2,229,ground,Medkit,1,0,0,0,0,56,31
2,229,ground,Lantern Seed,1,0,0,0,0,76,78
2,229,ground,Bandage,2,0,0,0,0,55,36
2,229,ground,Pickaxe,1,32,0,0,0,53,31
2,229,ground,Ammo,1,0,0,0,0,58,34
2,229,ground,River Fish,4,0,0,0,0,16,6
2,229,ground,River Fish,4,0,0,0,0,41,21
2,229,ground,River Fish,2,0,0,0,0,63,23
2,229,ground,River Fish,5,0,0,0,0,73,37
2,229,ground,Flint Knife,1,60,0,0,0,42,66
2,229,wall,Cooked Meat,2,0,0,0,0,24,52
2,230,ground,Stick,1,18,0,0,0,77,36
2,230,carried,Buckler,1,30,0,0,0,36,54
2,230,carried,Buckler,1,30,0,0,0,38,52
2,230,carried,Buckler,1,30,0,0,0,39,55
2,230,ground,Pickaxe,1,32,0,0,0,50,40
2,230,ground,Mushroom spores,2,0,0,0,0,38,36
2,230,ground,Rope Snare,2,0,0,0,0,18,60
2,230,ground,Lantern Seed,1,0,0,0,0,42,10
2,230,ground,Thorn Caltrops,1,0,0,0,0,9,8
2,230,ground,Ammo,1,0,0,0,0,8,56
2,230,ground,Medkit,1,0,0,0,0,17,38
2,230,ground,Honey pot,1,0,0,0,0,9,77
2,230,ground,Ammo,1,0,0,0,0,12,82
2,230,ground,Ammo,1,0,0,0,0,85,57
2,230,ground,Bandage,2,0,0,0,0,12,30
2,230,ground,River Fish,3,0,0,0,0,30,7
2,230,ground,River Fish,2,0,0,0,0,34,21
2,230,ground,River Fish,4,0,0,0,0,44,15
2,230,ground,Pickaxe,1,32,0,0,0,54,12
2,230,wall,Throwing Net,2,0,0,0,0,4,12
2,231,ground,Stick,1,18,0,0,0,78,79
2,231,ground,Hatchet,1,35,0,0,0,49,65
2,231,ground,Rake,1,400,0,0,0,38,60
2,231,ground,Lighter,1,0,20,0,0,57,70
2,231,ground,River Fish,5,0,0,0,0,28,39
2,231,ground,Hunting Spear,1,45,0,0,0,15,27
2,231,ground,Hatchet,1,35,0,0,0,28,37
2,231,ground,Hunting Spear,1,45,0,0,0,9,78
2,231,ground,Throwing Net,2,0,0,0,0,10,78
2,231,ground,Torch,1,90,0,0,0,13,57
2,231,ground,Throwing Rock,3,0,0,0,0,13,61
2,231,ground,Resin Glue,1,0,0,0,0,76,95
2,231,ground,Ammo,1,0,0,0,0,86,103
2,231,ground,Ammo,1,0,0,0,0,79,59
2,231,ground,Medkit,1,0,0,0,0,32,13
2,231,ground,Bandage,2,0,0,0,0,32,8
2,231,ground,Digging Claws,1,200,0,0,0,34,14
2,231,ground,Ammo,1,0,0,0,0,31,18
2,231,ground,River Fish,4,0,0,0,0,20,31
2,231,ground,River Fish,4,0,0,0,0,33,37
2,231,ground,River Fish,5,0,0,0,0,74,48
2,231,ground,Lighter,1,0,20,0,0,46,44
2,231,wall,Bear Trap,2,0,0,0,0,1,89
2,232,ground,Stick,1,18,0,0,0,56,36
2,232,ground,Torch,1,90,0,0,0,34,52
2,232,ground,Rotten Fruit,3,0,0,0,0,35,56
2,232,ground,Digging Claws,1,200,0,0,0,13,73
2,232,ground,Throwing Net,2,0,0,0,0,14,73
2,232,ground,Torch,1,90,0,0,0,33,77
2,232,ground,Sap jar,2,0,0,0,0,56,102
2,232,ground,Lighter,1,0,20,0,0,63,103
2,232,ground,Hatchet,1,35,0,0,0,52,15
2,232,ground,Torch,1,90,0,0,0,51,15
2,232,ground,Stick,1,18,0,0,0,83,15
2,232,ground,Root Drill,1,0,3,0,0,84,15
2,232,carried,Buckler,1,30,0,0,0,50,12
2,232,ground,Firecracker,2,0,0,0,0,79,9
2,232,ground,Firecracker,2,0,0,0,0,85,10
2,232,ground,Seed Bag,1,0,6,0,0,3,52
2,232,ground,Bird Seed,1,0,0,0,0,57,57
2,232,ground,Herb Bag,1,0,4,0,0,60,53
2,232,ground,Sticky Boots,1,0,4,0,0,37,102
2,232,ground,Ammo,1,0,0,0,0,35,93
2,232,ground,Oil flask,1,0,0,0,0,15,99
2,232,ground,Medkit,1,0,0,0,0,10,36
2,232,ground,Ammo,1,0,0,0,0,10,37
2,232,ground,River Fish,5,0,0,0,0,21,57
2,232,ground,River Fish,3,0,0,0,0,9,65
2,232,ground,Splint,1,0,2,0,0,11,105
2,232,ground,Hunting Spear,1,45,0,0,0,54,52
2,233,ground,Stick,1,18,0,0,0,33,57
2,233,ground,River Fish,5,0,0,0,0,34,75
2,233,ground,Acorn Mine,2,0,0,0,0,58,58
2,233,ground,Hatchet,1,35,0,0,0,15,51
2,233,ground,Bandage,2,0,0,0,0,3,53
2,233,ground,Water flask,2,0,0,0,0,34,76
2,233,ground,Ammo,1,0,0,0,0,31,108
2,233,ground,Ammo,1,0,0,0,0,56,76
2,233,ground,Ammo,1,0,0,0,0,82,55
2,233,ground,Medkit,1,0,0,0,0,105,61
2,233,ground,River Fish,5,0,0,0,0,45,66
2,233,ground,River Fish,4,0,0,0,0,40,77
2,233,ground,River Fish,3,0,0,0,0,39,93
2,233,ground,River Fish,2,0,0,0,0,27,117
2,233,ground,Digging Claws,1,200,0,0,0,61,62
2,233,ground,Bandage,3,0,0,0,0,9,50
2,233,ground,Cooked Meat,2,0,0,0,0,47,52
2,234,ground,Stick,1,18,0,0,0,35,37
2,234,ground,River Fish,6,0,0,0,0,58,58
2,234,ground,Flint Knife,1,60,0,0,0,85,51
2,234,ground,Bear Trap,2,0,0,0,0,73,60
2,234,ground,Hatchet,1,35,0,0,0,61,56
2,234,ground,Hatchet,1,35,0,0,0,79,52
2,234,ground,Hunting Horn,1,0,8,0,0,26,83
2,234,ground,Rake,1,400,0,0,0,62,35
2,234,ground,Fungal Bread,1,0,0,0,0,54,40
2,234,ground,Rake,1,400,0,0,0,56,13
2,234,ground,Fungal Bread,1,0,0,0,0,58,12
2,234,ground,Ammo,1,0,0,0,0,95,56
2,234,ground,River Fish,2,0,0,0,0,84,76
2,234,stored,Throwing Rock,3,0,0,0,0,30,84
2,234,ground,Sticky Boots,1,0,4,0,0,11,73
2,234,ground,Acorn Mine,2,0,0,0,0,73,16
2,234,ground,Fungal Bread,1,0,0,0,0,37,61
2,235,ground,Stick,1,18,0,0,0,34,58
2,235,ground,Mushroom spores,2,0,0,0,0,81,53
2,235,ground,Rake,1,400,0,0,0,73,51
2,235,ground,Pickaxe,1,32,0,0,0,7,55
2,235,ground,Rope Hook,1,0,24,0,0,8,55
2,235,ground,Torch,1,90,0,0,0,13,35
2,235,ground,Torch,1,90,0,0,0,109,81
2,235,ground,Raw Meat,1,0,0,0,0,108,80
2,235,ground,Mushroom spores,2,0,0,0,0,24,31
2,235,ground,Rake,1,400,0,0,0,50,82
2,235,ground,Herb Bag,1,0,4,0,0,57,77
2,235,ground,Scarecrow,1,0,0,0,0,99,30
2,235,ground,Ammo,1,0,0,0,0,97,31
2,235,ground,Chili,1,0,0,0,0,80,71
2,235,ground,Ammo,1,0,0,0,0,30,30
2,235,ground,Medkit,1,0,0,0,0,57,8
2,235,ground,Ammo,1,0,0,0,0,56,16
2,235,ground,River Fish,2,0,0,0,0,84,71
2,235,ground,River Fish,4,0,0,0,0,97,76
2,235,ground,Pickaxe,1,32,0,0,0,33,26
2,236,ground,Stick,1,18,0,0,0,79,59
2,236,ground,Throwing Rock,3,0,0,0,0,44,59
2,236,ground,Ammo,1,0,0,0,0,82,27
2,236,ground,Hatchet,1,35,0,0,0,56,41
2,236,ground,Ammo,1,0,0,0,0,49,38
2,236,ground,Water flask,2,0,0,0,0,27,72
2,236,ground,Herb Bag,1,0,4,0,0,31,18
2,236,ground,Pocket Door,1,0,2,0,0,58,13
2,236,ground,Ammo,1,0,0,0,0,59,10
2,236,ground,Medkit,1,0,0,0,0,15,11
2,236,ground,Bow,1,0,0,20,0,58,85
2,236,wall,Medkit,1,0,0,0,0,34,65
2,236,wall,Flint Knife,1,60,0,0,0,24,76
2,237,ground,Stick,1,18,0,0,0,57,79
2,237,ground,Flint Knife,1,60,0,0,0,27,50
2,237,ground,River Fish,6,0,0,0,0,74,75
2,237,ground,Fishing Line,1,0,20,0,0,71,76
2,237,ground,River Fish,3,0,0,0,0,36,37
2,237,ground,Fishing Line,1,0,20,0,0,36,40
2,237,ground,Throwing Rock,3,0,0,0,0,119,56
2,237,ground,Rake,1,400,0,0,0,49,57
2,237,ground,Fungal Bread,1,0,0,0,0,49,54
2,237,ground,Mushroom spores,2,0,0,0,0,85,80
2,237,ground,Medkit,1,0,0,0,0,39,12
2,237,ground,Ammo,1,0,0,0,0,76,97
2,237,ground,Ammo,1,0,0,0,0,29,10
2,237,ground,River Fish,2,0,0,0,0,110,81
2,237,ground,River Fish,4,0,0,0,0,91,19
2,237,ground,Rake,1,400,0,0,0,101,30
2,237,ground,Sap jar,2,0,0,0,0,128,77
2,237,wall,Cooked Meat,2,0,0,0,0,67,60
2,238,ground,Stick,1,18,0,0,0,56,57
2,238,carried,Buckler,1,30,0,0,0,35,19
2,238,carried,Buckler,1,30,0,0,0,31,19
2,238,carried,Buckler,1,30,0,0,0,37,17
2,238,carried,Buckler,1,30,0,0,0,35,15
2,238,carried,Buckler,1,30,0,0,0,37,33
2,238,carried,Buckler,1,30,0,0,0,44,35
2,238,ground,Stick,1,18,0,0,0,44,14
2,238,ground,Bird Seed,3,0,0,0,0,57,31
2,238,ground,Hatchet,1,35,0,0,0,18,53
2,238,ground,Rope Snare,2,0,0,0,0,14,73
2,238,ground,Hunting Spear,1,45,0,0,0,81,77
2,238,ground,Rope Hook,1,0,24,0,0,82,77
2,238,ground,Torch,1,90,0,0,0,78,55
2,238,ground,Sap jar,2,0,0,0,0,33,62
2,238,ground,Medkit,1,0,0,0,0,11,19
2,238,ground,Bandage,2,0,0,0,0,14,19
2,238,ground,Torch,1,90,0,0,0,9,20
2,238,ground,Ammo,1,0,0,0,0,4,9
2,238,ground,Cooked Meat,2,0,0,0,0,76,42
2,238,ground,Thorn Caltrops,2,0,0,0,0,14,32
2,238,wall,Smoke pot,2,0,0,0,0,81,15
2,238,wall,Wooden Maul,1,24,0,0,0,4,33
2,239,ground,Stick,1,18,0,0,0,57,81
2,239,ground,Wooden Maul,1,24,0,0,0,36,87
2,239,ground,Digging Claws,1,200,0,0,0,60,99
2,239,ground,Mushroom spores,2,0,0,0,0,52,101
2,239,ground,Rake,1,400,0,0,0,54,51
2,239,ground,Fungal Bread,1,0,0,0,0,62,60
2,239,ground,Ammo,1,0,0,0,0,30,33
2,239,ground,Bow,1,0,0,20,0,81,96
2,239,ground,Ammo,1,0,0,0,0,81,91
2,239,ground,Ammo,1,0,0,0,0,12,37
2,239,ground,Medkit,1,0,0,0,0,17,14
2,239,ground,Sleep Meds,3,0,0,0,0,41,57
2,239,wall,Herb Bag,1,0,4,0,0,71,100
2,240,ground,Stick,1,18,0,0,0,79,79
2,240,ground,River Fish,5,0,0,0,0,59,71
2,240,ground,Pickaxe,1,32,0,0,0,55,51
2,240,ground,Bandage,3,0,0,0,0,60,84
2,240,ground,Lighter,1,0,20,0,0,57,60
2,240,ground,Pickaxe,1,32,0,0,0,29,34
2,240,ground,Throwing Net,2,0,0,0,0,30,34
2,240,ground,Torch,1,90,0,0,0,34,55
2,240,ground,Rope Snare,2,0,0,0,0,37,62
2,240,ground,Rake,1,400,0,0,0,29,73
2,240,ground,Bandage,2,0,0,0,0,41,85
2,240,ground,Rope Snare,2,0,0,0,0,96,86
2,240,ground,Ammo,1,0,0,0,0,96,72
2,240,ground,Bandage,2,0,0,0,0,59,17
2,240,ground,Ammo,1,0,0,0,0,80,41
2,240,ground,Ammo,1,0,0,0,0,7,35
2,240,ground,River Fish,4,0,0,0,0,67,24
2,240,ground,River Fish,4,0,0,0,0,101,58
2,240,ground,Pickaxe,1,32,0,0,0,60,104
2,240,ground,Bomb,2,0,0,0,0,78,9
2,240,wall,Seed Bag,1,0,6,0,0,53,19
2,241,ground,Stick,1,18,0,0,0,11,79
2,241,ground,Bow,1,0,0,20,0,47,52
2,241,ground,Hunting Horn,1,0,8,0,0,38,84
2,241,ground,Torch,1,90,0,0,0,51,123
2,241,ground,Rope Hook,1,0,24,0,0,52,123
2,241,ground,Torch,1,90,0,0,0,57,101
2,241,ground,Pickaxe,1,32,0,0,0,34,13
2,241,ground,Honey pot,1,0,0,0,0,38,33
2,241,ground,Hatchet,1,35,0,0,0,39,36
2,241,ground,Bird Seed,1,0,0,0,0,10,64
2,241,ground,Herb Bag,1,0,4,0,0,18,60
2,241,ground,Ammo,1,0,0,0,0,24,101
2,241,ground,Medkit,1,0,0,0,0,76,123
2,241,ground,Bird Seed,1,0,0,0,0,74,78
2,241,ground,Ammo,1,0,0,0,0,76,125
2,241,ground,Boomerang,1,0,0,0,0,27,97
2,241,ground,Pitch Bomb,2,0,0,0,0,12,52
2,241,wall,Smoke pot,2,0,0,0,0,76,73
2,242,ground,Stick,1,18,0,0,0,34,59
2,242,carried,Buckler,1,30,0,0,0,59,50
2,242,carried,Buckler,1,30,0,0,0,59,46
2,242,carried,Buckler,1,30,0,0,0,56,38
2,242,carried,Buckler,1,30,0,0,0,59,37
2,242,carried,Buckler,1,30,0,0,0,60,36
2,242,ground,Pickaxe,1,32,0,0,0,64,45
2,242,ground,Bandage,3,0,0,0,0,78,47
2,242,ground,Sticky Boots,1,0,4,0,0,64,34
2,242,ground,Smoke pot,2,0,0,0,0,71,48
2,242,ground,Torch,1,90,0,0,0,29,13
2,242,ground,Rope Hook,1,0,24,0,0,30,13
2,242,ground,Torch,1,90,0,0,0,35,34
2,242,ground,Pitch Bomb,2,0,0,0,0,10,77
2,242,ground,Pickaxe,1,32,0,0,0,30,73
2,242,ground,Rope Hook,1,0,24,0,0,5,73
2,242,ground,Bow,1,0,0,20,0,38,101
2,242,ground,Bird Seed,1,0,0,0,0,56,74
2,242,ground,Herb Bag,1,0,4,0,0,58,72
2,242,ground,Bomb,2,0,0,0,0,84,88
2,242,ground,Ammo,1,0,0,0,0,86,84
2,242,ground,Rake,1,400,0,0,0,18,11
2,242,ground,Bandage,2,0,0,0,0,13,13
2,242,ground,Ammo,1,0,0,0,0,10,31
2,242,ground,River Fish,4,0,0,0,0,32,100
2,242,ground,River Fish,3,0,0,0,0,42,105
2,242,ground,Water flask,2,0,0,0,0,56,85
2,243,ground,Stick,1,18,0,0,0,56,57
2,243,ground,Flint Knife,1,60,0,0,0,57,83
2,243,ground,Stick,1,18,0,0,0,52,74
2,243,ground,River Fish,4,0,0,0,0,69,11
2,243,ground,Pickaxe,1,32,0,0,0,27,33
2,243,ground,Rope Snare,2,0,0,0,0,77,22
2,243,ground,Ammo,1,0,0,0,0,35,56
2,243,ground,Lantern Seed,1,0,0,0,0,83,62
2,243,ground,Sticky Boots,1,0,4,0,0,13,55
2,243,ground,Ammo,1,0,0,0,0,13,65
2,243,ground,Ammo,1,0,0,0,0,84,37
2,243,ground,Mushroom spores,2,0,0,0,0,81,11
2,243,ground,Medkit,1,0,0,0,0,60,39
2,243,ground,Bandage,2,0,0,0,0,106,6
2,243,ground,River Fish,2,0,0,0,0,90,13
2,243,ground,River Fish,3,0,0,0,0,117,2
2,243,ground,Water flask,2,0,0,0,0,36,12
2,243,ground,Mushroom spores,2,0,0,0,0,30,59
2,243,wall,Wooden Maul,1,24,0,0,0,86,57
2,244,ground,Stick,1,18,0,0,0,57,15
2,244,carried,Buckler,1,30,0,0,0,89,14
2,244,carried,Buckler,1,30,0,0,0,87,13
2,244,carried,Buckler,1,30,0,0,0,92,11
2,244,carried,Buckler,1,30,0,0,0,91,12
2,244,carried,Buckler,1,30,0,0,0,91,21
2,244,carried,Buckler,1,30,0,0,0,91,26
2,244,carried,Buckler,1,30,0,0,0,93,26
2,244,ground,Spring Trap,2,0,0,0,0,94,23
2,244,ground,Splint,1,0,2,0,0,85,16
2,244,ground,Fried Egg,2,0,0,0,0,102,55
2,244,ground,Stick,1,18,0,0,0,79,60
2,244,ground,River Fish,3,0,0,0,0,54,79
2,244,ground,Raw Meat,1,0,0,0,0,36,77
2,244,ground,Sap jar,2,0,0,0,0,55,17
2,244,ground,Ammo,1,0,0,0,0,61,27
2,244,ground,Torch,1,90,0,0,0,59,49
2,244,ground,Fungal Bread,1,0,0,0,0,57,50
2,244,ground,Medkit,1,0,0,0,0,126,40
2,244,ground,Mushroom spores,2,0,0,0,0,50,79
2,244,ground,Ammo,1,0,0,0,0,31,80
2,244,ground,Ammo,1,0,0,0,0,124,38
2,244,ground,River Fish,2,0,0,0,0,59,77
2,244,ground,River Fish,5,0,0,0,0,67,83
2,244,ground,Lighter,1,0,20,0,0,63,74
2,244,wall,Cooked Meat,2,0,0,0,0,66,35
2,244,wall,Sticky Boots,1,0,4,0,0,43,78
2,244,wall,Bandage,3,0,0,0,0,58,83
2,245,ground,Stick,1,18,0,0,0,78,13
2,245,ground,Pickaxe,1,32,0,0,0,52,55
2,245,ground,Throwing Net,2,0,0,0,0,53,55
2,245,ground,Torch,1,90,0,0,0,57,33
2,245,ground,Hatchet,1,35,0,0,0,74,53
2,245,ground,Torch,1,90,0,0,0,74,52
2,245,ground,Hunting Spear,1,45,0,0,0,74,82
2,245,ground,Root Drill,1,0,3,0,0,74,83
2,245,carried,Buckler,1,30,0,0,0,82,83
2,245,ground,Firecracker,2,0,0,0,0,80,73
2,245,ground,Fungal Bread,2,0,0,0,0,82,84
2,245,ground,Firecracker,2,0,0,0,0,77,78
2,245,ground,Flint Knife,1,60,0,0,0,79,61
2,245,ground,Ammo,1,0,0,0,0,58,6
